text
Unidad I Introduccion a los sistemas de simulacion deradio
Unidad II Procesos estocasticos en sistemas de radio ymultiplexacion en dominio de la frecuencia
Unidad III Comunicacion serial asincrona
Unidad IV Diagrama de ojo
redio definido por software
