text
Unidad I Introduccion a la Television Analogica y digitalizacion de la señal
Unidad II Ecuaciones matematicas TDC Entropia ydeteccion - correccion de errores
Unidad III Modelo de un canal de television y de redes detelevision
Unidad IV Television digital en Internet y Redes CDN y OTT
television digital
