text
Unidad I Conceptos basicos restricciones y limitacionesde un proyecto de Telecomunicaciones
Unidad II Gestion de proyectos en telecomunicaciones
Unidad III Presentacion de la propuesta del proyecto
Unidad IV Ejecucion de un proyecto detelecomunicaciones 
gestion de proyectos en telecomunicaciones
