text
Unidad I Organismos internacionales de telecomunicaciones y Sociedad de la Informacion
Unidad II Evolucion del marco Regulatorio en el Ecuadory analisis de la LOT y su reglamento general
Unidad III Regulacion complementaria vigente 
 
marco regulatorio de las telecomunicaciones
